1.468499999999999872e+01,3.792891203291018920e-01,4.327123756030455404e-01
1.400999999999999979e+01,1.298556497722666681e+00,1.481459490577517135e+00
1.381666666666666643e+01,1.119246001754951481e+00,1.276892930341286148e+00
1.425733333333333164e+01,5.255185262746013830e-01,5.995383409109785733e-01
1.405433333333333223e+01,9.047478323894245777e-01,1.032182477407316057e+00
1.425666666666666593e+01,1.293504636215563330e+00,1.475696069280171496e+00
1.503833333333333222e+01,1.031740557913891632e+00,1.177062256448479838e+00
1.425300000000000011e+01,7.613609284899717222e-01,8.685993834264965630e-01
1.537399999999999878e+01,1.016700279855279776e+00,1.159903540050747806e+00
1.545033333333333303e+01,7.672338990077628429e-01,8.752995677671255859e-01
1.634199999999999875e+01,6.860456695909421532e-01,7.826758943238301125e-01
1.554899999999999771e+01,3.414597774132940300e-01,3.895547315704452895e-01
1.634933333333333394e+01,9.176836376878552137e-01,1.046940303933332705e+00
1.597700000000000031e+01,1.063254345973298820e+00,1.213014793351212095e+00
1.775533333333333275e+01,1.061506597984415823e+00,1.211020873294742506e+00
1.720100000000000051e+01,1.090643521938609473e+00,1.244261762384956116e+00
1.823899999999999721e+01,8.748738828934063960e-01,9.981007519841057496e-01
1.743666666666666742e+01,9.300066326167168995e-01,1.060999005130945028e+00
1.962666666666666515e+01,1.183947081249852040e+00,1.350707222161804166e+00
1.931166666666666742e+01,7.709327796608032024e-01,8.795194394920526904e-01
1.891999999999999815e+01,7.883278214888860269e-01,8.993645905119738160e-01
